"id","ko","Iteration_query.def","log2FoldChange","padj","Factor","qCov","n","desc","category","class","path","direction"
"ko04977","K14073","KXJ12822.1",-2.46718280330416,8.39755742765006e-05,"Vibrio_Vibrio_vs_NoVibrio",0.742652329749104,3,"pancreatic triacylglycerol lipase [EC:3.1.1.3]","Organismal Systems"," Digestive system","Vitamin digestion and absorption","Down"
"ko04979","K22291","KXJ08258.1",1.23828638671365,0.0027375508403241,"Vibrio_Vibrio_vs_NoVibrio",0.835200579072764,4,"StAR-related lipid transfer protein 3","Organismal Systems"," Digestive system","Cholesterol metabolism","Up"
"ko04979","K17305","KXJ16651.1",1.41040379639916,0.000320723140877784,"Vibrio_Vibrio_vs_NoVibrio",0.663768115942029,1,"beta-2-glycoprotein 1","Organismal Systems"," Digestive system","Cholesterol metabolism","Up"
"ko05010","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Neurodegenerative diseases","Alzheimer disease","Down"
"ko05010","K04521","KXJ15039.1",1.02798016868038,0.000565331198765999,"Vibrio_Vibrio_vs_NoVibrio",0.819201596806387,5,"beta-site APP-cleaving enzyme 1 (memapsin 2) [EC:3.4.23.46]","Human Diseases"," Neurodegenerative diseases","Alzheimer disease","Up"
"ko05010","K03954","KXJ14818.1",-1.1694093147858,3.33054776694382e-05,"Vibrio_Vibrio_vs_NoVibrio",0.584544106745738,4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10","Human Diseases"," Neurodegenerative diseases","Alzheimer disease","Down"
"ko05010","K05853","KXJ11278.1",1.05586949434883,0.00238247153620355,"Vibrio_Vibrio_vs_NoVibrio",0.818172664917685,10,"Ca2+ transporting ATPase, sarcoplasmic/endoplasmic reticulum [EC:3.6.3.8]","Human Diseases"," Neurodegenerative diseases","Alzheimer disease","Up"
"ko05010","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Neurodegenerative diseases","Alzheimer disease","Up"
"ko05012","K03954","KXJ14818.1",-1.1694093147858,3.33054776694382e-05,"Vibrio_Vibrio_vs_NoVibrio",0.584544106745738,4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10","Human Diseases"," Neurodegenerative diseases","Parkinson disease","Down"
"ko05014","K04565","KXJ12716.1",-1.64576655214798,0.00112790065708785,"Vibrio_Vibrio_vs_NoVibrio",0.757575757575758,3,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]","Human Diseases"," Neurodegenerative diseases","Amyotrophic lateral sclerosis (ALS)","Down"
"ko05016","K04565","KXJ12716.1",-1.64576655214798,0.00112790065708785,"Vibrio_Vibrio_vs_NoVibrio",0.757575757575758,3,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]","Human Diseases"," Neurodegenerative diseases","Huntington disease","Down"
"ko05016","K03954","KXJ14818.1",-1.1694093147858,3.33054776694382e-05,"Vibrio_Vibrio_vs_NoVibrio",0.584544106745738,4,"NADH dehydrogenase (ubiquinone) 1 alpha subcomplex subunit 10","Human Diseases"," Neurodegenerative diseases","Huntington disease","Down"
"ko05020","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Neurodegenerative diseases","Prion diseases","Up"
"ko05020","K04565","KXJ12716.1",-1.64576655214798,0.00112790065708785,"Vibrio_Vibrio_vs_NoVibrio",0.757575757575758,3,"superoxide dismutase, Cu-Zn family [EC:1.15.1.1]","Human Diseases"," Neurodegenerative diseases","Prion diseases","Down"
"ko05031","K05200","KXJ13713.1",-1.06423501254267,0.000944862366559252,"Vibrio_Vibrio_vs_NoVibrio",0.614190687361419,4,"glutamate receptor 4","Human Diseases"," Substance dependence","Amphetamine addiction","Down"
"ko05031","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Substance dependence","Amphetamine addiction","Down"
"ko05032","K15015","KXJ14119.1",4.79264324289276,2.79922614368027e-07,"Vibrio_Vibrio_vs_NoVibrio",0.741381042647531,9,"solute carrier family 32 (vesicular inhibitory amino acid transporter)","Human Diseases"," Substance dependence","Morphine addiction","Up"
"ko05033","K15015","KXJ14119.1",4.79264324289276,2.79922614368027e-07,"Vibrio_Vibrio_vs_NoVibrio",0.741381042647531,9,"solute carrier family 32 (vesicular inhibitory amino acid transporter)","Human Diseases"," Substance dependence","Nicotine addiction","Up"
"ko05033","K05200","KXJ13713.1",-1.06423501254267,0.000944862366559252,"Vibrio_Vibrio_vs_NoVibrio",0.614190687361419,4,"glutamate receptor 4","Human Diseases"," Substance dependence","Nicotine addiction","Down"
"ko05034","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Substance dependence","Alcoholism","Up"
"ko05034","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Substance dependence","Alcoholism","Down"
"ko05130","K07374","KXJ10877.1",-1.44450075874675,2.7993922070005e-05,"Vibrio_Vibrio_vs_NoVibrio",0.958936875772619,8,"tubulin alpha","Human Diseases"," Infectious diseases: Bacterial","Pathogenic Escherichia coli infection","Down"
"ko05131","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Bacterial","Shigellosis","Up"
"ko05132","K04437","KXJ05538.1",1.68532543791687,0.00662622877216786,"Vibrio_Vibrio_vs_NoVibrio",0.584597432905484,3,"filamin","Human Diseases"," Infectious diseases: Bacterial","Salmonella infection","Up"
"ko05132","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Bacterial","Salmonella infection","Up"
"ko05133","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Infectious diseases: Bacterial","Pertussis","Down"
"ko05133","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Bacterial","Pertussis","Up"
"ko05133","K04003","KXJ11932.1",4.0939620305496,0.000560641485041526,"Vibrio_Vibrio_vs_NoVibrio",0.579365079365079,1,"complement component 4 binding protein, beta","Human Diseases"," Infectious diseases: Bacterial","Pertussis","Up"
"ko05133","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Bacterial","Pertussis","Up"
"ko05134","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Bacterial","Legionellosis","Up"
"ko05140","K08011","KXJ14574.1",2.30774277130537,1.44719929169278e-05,"Vibrio_Vibrio_vs_NoVibrio",0.660413396127682,3,"neutrophil cytosolic factor 1","Human Diseases"," Infectious diseases: Parasitic","Leishmaniasis","Up"
"ko05140","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Parasitic","Leishmaniasis","Up"
"ko05140","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Parasitic","Leishmaniasis","Up"
"ko05142","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Parasitic","Chagas disease (American trypanosomiasis)","Up"
"ko05142","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Parasitic","Chagas disease (American trypanosomiasis)","Up"
"ko05145","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Parasitic","Toxoplasmosis","Up"
"ko05150","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Bacterial","Staphylococcus aureus infection","Up"
"ko05152","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Infectious diseases: Bacterial","Tuberculosis","Down"
"ko05152","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Bacterial","Tuberculosis","Up"
"ko05152","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Bacterial","Tuberculosis","Up"
"ko05160","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Infectious diseases: Viral","Hepatitis C","Up"
"ko05160","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Viral","Hepatitis C","Up"
"ko05161","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Viral","Hepatitis B","Up"
"ko05163","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Human Diseases"," Infectious diseases: Viral","Human cytomegalovirus infection","Up"
"ko05163","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Infectious diseases: Viral","Human cytomegalovirus infection","Down"
"ko05163","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Infectious diseases: Viral","Human cytomegalovirus infection","Up"
"ko05163","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Viral","Human cytomegalovirus infection","Up"
"ko05164","K01349","KXJ12906.1",1.40033639778281,3.73132845663068e-05,"Vibrio_Vibrio_vs_NoVibrio",0.67515515787492,4,"furin [EC:3.4.21.75]","Human Diseases"," Infectious diseases: Viral","Influenza A","Up"
"ko05164","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Viral","Influenza A","Up"
"ko05164","K01312","KXJ08742.1",2.54232774027229,0.000989123093828247,"Vibrio_Vibrio_vs_NoVibrio",0.669813433671527,3,"trypsin [EC:3.4.21.4]","Human Diseases"," Infectious diseases: Viral","Influenza A","Up"
"ko05165","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Infectious diseases: Viral","Human papillomavirus infection","Down"
"ko05165","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Viral","Human papillomavirus infection","Up"
"ko05166","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Infectious diseases: Viral","Human T-cell leukemia virus 1 infection","Down"
"ko05167","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Viral","Kaposi sarcoma-associated herpesvirus infection","Up"
"ko05167","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Infectious diseases: Viral","Kaposi sarcoma-associated herpesvirus infection","Up"
"ko05167","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Infectious diseases: Viral","Kaposi sarcoma-associated herpesvirus infection","Down"
"ko05167","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Viral","Kaposi sarcoma-associated herpesvirus infection","Up"
"ko05168","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Infectious diseases: Viral","Herpes simplex infection","Up"
"ko05168","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Human Diseases"," Infectious diseases: Viral","Herpes simplex infection","Up"
"ko05168","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Infectious diseases: Viral","Herpes simplex infection","Up"
"ko05169","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Human Diseases"," Infectious diseases: Viral","Epstein-Barr virus infection","Up"
"ko05169","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Infectious diseases: Viral","Epstein-Barr virus infection","Up"
"ko05170","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Infectious diseases: Viral","Human immunodeficiency virus 1 infection","Up"
"ko05170","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Infectious diseases: Viral","Human immunodeficiency virus 1 infection","Down"
"ko05170","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Infectious diseases: Viral","Human immunodeficiency virus 1 infection","Up"
"ko05170","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Human Diseases"," Infectious diseases: Viral","Human immunodeficiency virus 1 infection","Up"
"ko05200","K00799","KXJ09334.1",-1.35440548666252,0.000851572781574294,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cancers: Overview","Pathways in cancer","Down"
"ko05200","K00799","KXJ09335.1",-1.39717609302818,4.61898161480199e-07,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cancers: Overview","Pathways in cancer","Down"
"ko05200","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Human Diseases"," Cancers: Overview","Pathways in cancer","Down"
"ko05200","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Cancers: Overview","Pathways in cancer","Down"
"ko05200","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Human Diseases"," Cancers: Overview","Pathways in cancer","Up"
"ko05200","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Cancers: Overview","Pathways in cancer","Up"
"ko05200","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Overview","Pathways in cancer","Up"
"ko05200","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Cancers: Overview","Pathways in cancer","Down"
"ko05202","K09436","KXJ16263.1",2.0947758839426,4.21530376016003e-05,"Vibrio_Vibrio_vs_NoVibrio",0.659459307663756,4,"friend leukemia integration 1 transcription factor","Human Diseases"," Cancers: Overview","Transcriptional misregulation in cancer","Up"
"ko05202","K00069","KXJ04205.1",-2.1140274239343,0.000893714819122692,"Vibrio_Vibrio_vs_NoVibrio",0.62892011627582,4,"15-hydroxyprostaglandin dehydrogenase (NAD) [EC:1.1.1.141]","Human Diseases"," Cancers: Overview","Transcriptional misregulation in cancer","Down"
"ko05202","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Human Diseases"," Cancers: Overview","Transcriptional misregulation in cancer","Down"
"ko05203","K03990","KXJ11955.1",2.43859183627604,2.18641953739121e-08,"Vibrio_Vibrio_vs_NoVibrio",0.652375352204712,4,"complement component 3","Human Diseases"," Cancers: Overview","Viral carcinogenesis","Up"
"ko05203","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Human Diseases"," Cancers: Overview","Viral carcinogenesis","Up"
"ko05203","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Cancers: Overview","Viral carcinogenesis","Up"
"ko05203","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Overview","Viral carcinogenesis","Up"
"ko05204","K04097","KXJ13353.1",-1.60254508077283,3.24306764176168e-06,"Vibrio_Vibrio_vs_NoVibrio",0.923187721962866,5,"prostaglandin-H2 D-isomerase / glutathione transferase [EC:5.3.99.2 2.5.1.18]","Human Diseases"," Cancers: Overview","Chemical carcinogenesis","Down"
"ko05204","K07424","KXJ13064.1",2.31611914304817,0.00191437224515784,"Vibrio_Vibrio_vs_NoVibrio",0.919854172024533,6,"cytochrome P450 family 3 subfamily A [EC:1.14.14.1]","Human Diseases"," Cancers: Overview","Chemical carcinogenesis","Up"
"ko05204","K00799","KXJ09334.1",-1.35440548666252,0.000851572781574294,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cancers: Overview","Chemical carcinogenesis","Down"
"ko05204","K00799","KXJ09335.1",-1.39717609302818,4.61898161480199e-07,"Vibrio_Vibrio_vs_NoVibrio",0.909952606635071,1,"glutathione S-transferase [EC:2.5.1.18]","Human Diseases"," Cancers: Overview","Chemical carcinogenesis","Down"
"ko05205","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Cancers: Overview","Proteoglycans in cancer","Down"
"ko05205","K07964","KXJ15010.1",-1.03853308064027,0.00427466190676046,"Vibrio_Vibrio_vs_NoVibrio",0.718403131939547,10,"heparanase [EC:3.2.1.166]","Human Diseases"," Cancers: Overview","Proteoglycans in cancer","Down"
"ko05205","K04437","KXJ05538.1",1.68532543791687,0.00662622877216786,"Vibrio_Vibrio_vs_NoVibrio",0.584597432905484,3,"filamin","Human Diseases"," Cancers: Overview","Proteoglycans in cancer","Up"
"ko05205","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Overview","Proteoglycans in cancer","Up"
"ko05210","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Colorectal cancer","Up"
"ko05211","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Renal cell carcinoma","Up"
"ko05212","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Pancreatic cancer","Up"
"ko05213","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Endometrial cancer","Up"
"ko05214","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Glioma","Up"
"ko05214","K02183","KXJ07556.1",-1.1977347473733,0.00160976087942486,"Vibrio_Vibrio_vs_NoVibrio",0.771812080536913,2,"calmodulin","Human Diseases"," Cancers: Specific types","Glioma","Down"
"ko05215","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Prostate cancer","Up"
"ko05216","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Thyroid cancer","Up"
"ko05216","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Human Diseases"," Cancers: Specific types","Thyroid cancer","Down"
"ko05217","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Cancers: Specific types","Basal cell carcinoma","Down"
"ko05218","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Melanoma","Up"
"ko05219","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Bladder cancer","Up"
"ko05220","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Chronic myeloid leukemia","Up"
"ko05221","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Acute myeloid leukemia","Up"
"ko05222","K03173","KXJ06389.1",1.78777848927817,0.000630631664080766,"Vibrio_Vibrio_vs_NoVibrio",0.913173652694611,2,"TNF receptor-associated factor 2 [EC:2.3.2.27]","Human Diseases"," Cancers: Specific types","Small cell lung cancer","Up"
"ko05222","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Human Diseases"," Cancers: Specific types","Small cell lung cancer","Down"
"ko05222","K09849","KXJ16628.1",1.66076507281309,0.00180220827492833,"Vibrio_Vibrio_vs_NoVibrio",0.904043036492217,2,"TNF receptor-associated factor 5","Human Diseases"," Cancers: Specific types","Small cell lung cancer","Up"
"ko05223","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Non-small cell lung cancer","Up"
"ko05223","K08526","KXJ14931.1",-1.47319826460882,0.000542813104468966,"Vibrio_Vibrio_vs_NoVibrio",0.684424715049345,3,"retinoid X receptor gamma","Human Diseases"," Cancers: Specific types","Non-small cell lung cancer","Down"
"ko05224","K00408","KXJ13062.1",-1.36034759158753,0.000510205712787799,"Vibrio_Vibrio_vs_NoVibrio",0.935927113010446,6,"wingless-type MMTV integration site family, member 4","Human Diseases"," Cancers: Specific types","Breast cancer","Down"
"ko05224","K04371","KXJ11891.1",2.36638973575469,6.22546979613582e-06,"Vibrio_Vibrio_vs_NoVibrio",0.866274729376633,3,"mitogen-activated protein kinase 1/3 [EC:2.7.11.24]","Human Diseases"," Cancers: Specific types","Breast cancer","Up"
